row_id,sequence_sha256,log-likelihood,d4_par1_if10_policy
aayl50:0000000:df54df2d78ac,df54df2d78acde61b35de2261fb8850d24d56e3fafbf157704a6913e4e38405c,0.7181543708,if6_consensus_when_public_priors_concordant_with_d4
aayl50:0000001:646a2dbed795,646a2dbed795809f9c9b9301118ccffcc97373d31cdf49a3eab8294e43c730ae,0.4325023592,if6_consensus_when_public_priors_concordant_with_d4
aayl50:0000002:a2a7e1afd966,a2a7e1afd9660c06a704255d057057011e723f8b9a276c368617cd8bf43dde31,0.1666666716,if6_consensus_when_public_priors_concordant_with_d4
aayl50:0000003:f01e1762f4e2,f01e1762f4e2a5b095334bc476e1009bb480b836a55540e194285bf7d83d89be,0.5831590295,if6_consensus_when_public_priors_concordant_with_d4
aayl50:0000004:808984020fe5,808984020fe5e0c5f5a6d499fa2ae8152e0fc12f3b2ddf90d795b9f325cdac8c,0.4322117865,if6_consensus_when_public_priors_concordant_with_d4
aayl50:0000005:566a67c15c1f,566a67c15c1f6128bfd336a37937d920d7c5c4e6bb502e2cdef3c697e26088ed,0.03594258428,if6_consensus_when_public_priors_concordant_with_d4
aayl50:0000006:5798b059ac82,5798b059ac823b588a0a47c51244693243e5980489fd43274f60d92e6d32cdd4,0.09592922777,if6_consensus_when_public_priors_concordant_with_d4
aayl50:0000007:4ba285e0ffe9,4ba285e0ffe966841cf4521ce2ece7399b790a0180fa81d14ff49942e2971d74,0.3706125021,if6_consensus_when_public_priors_concordant_with_d4
aayl50:0000008:c3d7b4c1747a,c3d7b4c1747ad7d5cd8f67c4497d0f3d48f709d3b49eb886e964d74568035213,0.06711994857,if6_consensus_when_public_priors_concordant_with_d4
aayl50:0000009:386c67020220,386c670202206cdc0535aa427e5ede3ffe74ed4590afdf09b003a38324a2d534,0.291695714,if6_consensus_when_public_priors_concordant_with_d4
aayl50:0000010:2418fa3b819f,2418fa3b819fd56d847678cef6129f30c10b4ae269b847a1cf16b3e666eb9308,0.3896152973,if6_consensus_when_public_priors_concordant_with_d4
aayl50:0000011:59a41b951dfe,59a41b951dfe04f096b027ecf5449c17ee457cfe509e56304302c7f2c518a7e6,0.1371745616,if6_consensus_when_public_priors_concordant_with_d4
aayl50:0000012:a8dfd6b83671,a8dfd6b83671c6966b48cb6644fab087e1d928a0536d520438b65e934d0b5a97,0.3349314034,if6_consensus_when_public_priors_concordant_with_d4
aayl50:0000013:801f8df7d55c,801f8df7d55c77c2a1f24e22af271ca184c5ba7b134efce2e91beeba7710935e,0.06505694985,if6_consensus_when_public_priors_concordant_with_d4
aayl50:0000014:71dfe1b579f0,71dfe1b579f027c1155ec28bf004811013791b1896a5e6dcda88b4a9120e8d79,0.06316829473,if6_consensus_when_public_priors_concordant_with_d4
aayl50:0000015:a066a9813da8,a066a9813da88acaade4e16600c43137b334e997de05eac930c2788914b5cec4,0.3730532229,if6_consensus_when_public_priors_concordant_with_d4
aayl50:0000016:c8707c4c8ccc,c8707c4c8cccdc27a9c099f68aab20bc961633bfdf1a089c3dc3c6e992ce7e42,0.1038470492,if6_consensus_when_public_priors_concordant_with_d4
aayl50:0000017:94a1b292dec0,94a1b292dec0dbcc966a72bde74fa1858ee30ad95351922a4081c6bf1bb4abdc,0.2930323184,if6_consensus_when_public_priors_concordant_with_d4
aayl50:0000018:5129649909bb,5129649909bb70d140c9aa85de23caa76cb9a6add8a5649ad52cfa6524a75483,0.3647722006,if6_consensus_when_public_priors_concordant_with_d4
aayl50:0000019:45578163306a,45578163306a68a19027c3b3e1602c0443b07925e72649b5b1daa4d435af47d8,0.6168061495,if6_consensus_when_public_priors_concordant_with_d4
aayl50:0000020:9f20c554fcd6,9f20c554fcd6b5c13b3efe98e783812475fc6416d1d71fc9eff5c8c145f887ef,0.7090306878,if6_consensus_when_public_priors_concordant_with_d4
aayl50:0000021:cd152ac935ab,cd152ac935abecaf3127a32afff218b73c7966174c3e437a82bf6b0c08a62ec4,0.09001627564,if6_consensus_when_public_priors_concordant_with_d4
aayl50:0000022:e98a419e4e76,e98a419e4e76b8200d342ce49acaf44d3b778662c334693b33fbe77a6d2c431f,0.08990004659,if6_consensus_when_public_priors_concordant_with_d4
aayl50:0000023:87cb02f6c593,87cb02f6c5930f4a7eae15cded8dce32e030ddcdcf318a575c906b908245f281,0.6166899204,if6_consensus_when_public_priors_concordant_with_d4
aayl50:0000024:19a36dcc2f1c,19a36dcc2f1c2e604f705c105ed843737fd9e5a4052cca75dfa28101ba78328c,0.546359241,if6_consensus_when_public_priors_concordant_with_d4
aayl50:0000025:05005d7b4de0,05005d7b4de0ad35f14fce7e735d5cc9e5587adcdf3808eeaf6bc810821609ff,0.09056834131,if6_consensus_when_public_priors_concordant_with_d4
aayl50:0000026:29aca3611836,29aca36118366efb95c9fb6a5c3e652016c1c42ade6513204239b53379fd8bc8,0.06543468684,if6_consensus_when_public_priors_concordant_with_d4
aayl50:0000027:d5352dced180,d5352dced1808494a7c1553234c2edc242f74e4008b04146efe954a621111a0b,0.5200197697,if6_consensus_when_public_priors_concordant_with_d4
aayl50:0000028:c9f8f90f3240,c9f8f90f3240596903480d9b6c36b35ac1f31d26c875e9679a12c8154319393c,0.09466526657,if6_consensus_when_public_priors_concordant_with_d4
aayl50:0000029:e3a25fc196d6,e3a25fc196d6f84ab75cd044ce90d85af8ebe9dc16b867dd900a3217932fbd58,0.7755694985,if6_consensus_when_public_priors_concordant_with_d4
aayl50:0000030:42d589839453,42d58983945325dcd25edbfd6280f28765174d9e0d5a97c6007d2639192988f4,0.1921489984,if6_consensus_when_public_priors_concordant_with_d4
aayl50:0000031:fd251b0b1e50,fd251b0b1e50813b1a6cd25f8597e3560fb76465d56acd17c82ebd8e7f77330f,0.3132554591,if6_consensus_when_public_priors_concordant_with_d4
aayl50:0000032:fa0c12ff5b54,fa0c12ff5b546da6a081bd3107074633864c8e78d950de9eda5cc310027518d6,0.6304044724,if6_consensus_when_public_priors_concordant_with_d4
