iptm,ptm,complex_plddt,complex_iplddt,binding_score
0.9146162271499634,0.8744744062423706,0.9581359028816224,0.9583635926246644,6.0
0.9260149598121644,0.8952121734619141,0.96028733253479,0.9644988179206848,6.0
0.9235484004020692,0.8868507146835327,0.9599140286445618,0.9619637727737428,6.736212784175028
0.8935015797615051,0.8748999834060669,0.9559459090232848,0.9558098316192628,6.0
0.8499948978424072,0.8392841219902039,0.9583759307861328,0.9635167121887208,6.0
0.927488088607788,0.8885307312011719,0.9601529240608216,0.9656373858451844,7.892638721552122
0.9291358590126038,0.891345202922821,0.9560707211494446,0.9551945924758912,6.0
0.9062069654464722,0.8821029663085938,0.959114909172058,0.960268259048462,6.0
0.9288830757141112,0.8832125663757324,0.9588196873664856,0.9616498351097108,6.741062895584309
0.9174294471740724,0.8868050575256348,0.96453857421875,0.9689030051231384,6.834059781839952
0.9383191466331482,0.9098066091537476,0.9609997272491456,0.9656869769096376,7.463604383753318
0.9302464127540588,0.8990168571472168,0.960929811000824,0.9662781953811646,6.0
0.9338410496711732,0.893492579460144,0.9582855701446532,0.9632919430732728,7.60820721198136
0.94166362285614,0.9032229781150818,0.9618839621543884,0.9675276279449464,6.0
0.9066566228866576,0.8803912997245789,0.957194983959198,0.9598646759986876,6.0
0.932201623916626,0.8998739123344421,0.9575249552726746,0.9626737833023072,7.596864111563774
0.9089410305023192,0.8822916746139526,0.959334671497345,0.9610034227371216,7.457937723548645
0.930644154548645,0.8876861333847046,0.9626451730728148,0.9674192667007446,6.961054719791345
0.9420360326766968,0.899567723274231,0.9603511691093444,0.9644321203231812,7.235067727411065
0.9285454750061036,0.8870664834976196,0.962218463420868,0.9668586254119872,6.0
0.9359952211380004,0.8957095742225647,0.957728385925293,0.9601670503616332,6.447006577197571
0.936767280101776,0.8976704478263855,0.9586594104766846,0.9620370864868164,6.0
0.9259034991264344,0.8915390372276306,0.9560073614120485,0.9530139565467834,6.0
0.9227421879768372,0.8904756903648376,0.9599254727363586,0.9630159735679626,6.0
0.9394585490226746,0.898792564868927,0.9624077081680298,0.9682900905609132,7.016129497666967
0.9383078813552856,0.9003227949142456,0.9584392309188844,0.9626595377922058,6.0
0.9425866603851318,0.9026696681976318,0.9623841047286988,0.9681617617607116,6.0
0.8957497477531433,0.8732633590698242,0.9571484923362732,0.9517171382904052,6.0
0.90706467628479,0.8727815747261047,0.95831698179245,0.9607416987419128,6.0
0.9322872161865234,0.8932073712348938,0.9579710960388184,0.9626316428184508,6.097034400174251
