iptm,ptm,complex_plddt,complex_iplddt,binding_score
0.9146162271499634,0.8744744062423706,0.9581359028816224,0.9583635926246644,9.484585780732427
0.9260149598121644,0.8952121734619141,0.96028733253479,0.9644988179206848,9.430990995957574
0.9235484004020692,0.8868507146835327,0.9599140286445618,0.9619637727737428,9.497006442037115
0.8935015797615051,0.8748999834060669,0.9559459090232848,0.9558098316192628,9.499691425717383
0.8499948978424072,0.8392841219902039,0.9583759307861328,0.9635167121887208,9.380737338620486
0.927488088607788,0.8885307312011719,0.9601529240608216,0.9656373858451844,9.52902022022239
0.9291358590126038,0.891345202922821,0.9560707211494446,0.9551945924758912,9.58893633625694
0.9062069654464722,0.8821029663085938,0.959114909172058,0.960268259048462,9.39740406571441
0.9288830757141112,0.8832125663757324,0.9588196873664856,0.9616498351097108,9.514613549967448
0.9174294471740724,0.8868050575256348,0.96453857421875,0.9689030051231384,9.477912683170484
0.9383191466331482,0.9098066091537476,0.9609997272491456,0.9656869769096376,9.441100901696002
0.9302464127540588,0.8990168571472168,0.960929811000824,0.9662781953811646,9.529289284857104
0.9338410496711732,0.893492579460144,0.9582855701446532,0.9632919430732728,9.534617327408627
0.94166362285614,0.9032229781150818,0.9618839621543884,0.9675276279449464,9.529852174736012
0.9066566228866576,0.8803912997245789,0.957194983959198,0.9598646759986876,9.470050428272495
0.932201623916626,0.8998739123344421,0.9575249552726746,0.9626737833023072,9.427236342122148
0.9089410305023192,0.8822916746139526,0.959334671497345,0.9610034227371216,9.534162225201216
0.930644154548645,0.8876861333847046,0.9626451730728148,0.9674192667007446,9.534569087010494
0.9420360326766968,0.899567723274231,0.9603511691093444,0.9644321203231812,9.539253865384213
0.9285454750061036,0.8870664834976196,0.962218463420868,0.9668586254119872,9.507127668004296
0.9359952211380004,0.8957095742225647,0.957728385925293,0.9601670503616332,9.558768140685688
0.936767280101776,0.8976704478263855,0.9586594104766846,0.9620370864868164,9.499876743079309
0.9259034991264344,0.8915390372276306,0.9560073614120485,0.9530139565467834,9.619101850594278
0.9227421879768372,0.8904756903648376,0.9599254727363586,0.9630159735679626,9.552530789339052
0.9394585490226746,0.898792564868927,0.9624077081680298,0.9682900905609132,9.532798536889006
0.9383078813552856,0.9003227949142456,0.9584392309188844,0.9626595377922058,9.500735609956784
0.9425866603851318,0.9026696681976318,0.9623841047286988,0.9681617617607116,9.5811013327198
0.8957497477531433,0.8732633590698242,0.9571484923362732,0.9517171382904052,9.59244134552279
0.90706467628479,0.8727815747261047,0.95831698179245,0.9607416987419128,9.5034464643607
0.9322872161865234,0.8932073712348938,0.9579710960388184,0.9626316428184508,9.567363645103574
0.9129143953323364,0.8651807904243469,0.9592336416244508,0.965625822544098,9.520201728380432
0.930423378944397,0.8962452411651611,0.9608052968978882,0.9649222493171692,9.545746646546348
0.8975490927696228,0.8665502071380615,0.9574345946311952,0.9591851830482484,9.530290028572368
0.9406339526176452,0.9092196822166444,0.9596723318099976,0.9638351202011108,9.563840496045788
0.9261696338653564,0.8831126689910889,0.9574275612831116,0.9611157774925232,9.405192783628983
0.925320565700531,0.8875880241394043,0.9589937329292296,0.9633076786994934,9.536082426466512
0.931207239627838,0.8879616856575012,0.9571638703346252,0.9619465470314026,9.552957221538511
0.9297596216201782,0.8982800841331482,0.9613253474235536,0.9650275707244872,9.5237725502319
0.9269216060638428,0.8916858434677124,0.9580503106117249,0.9623261094093324,9.544013827723813
0.8185717463493347,0.8593019247055054,0.9545001983642578,0.9524734020233154,9.564223839454264
0.924354612827301,0.8930763006210327,0.959372580051422,0.9656601548194884,9.5319676653436
0.9509533643722534,0.911060631275177,0.9633392095565796,0.9699335694313048,9.586232215181914
0.9315084218978882,0.8891756534576416,0.9618889689445496,0.9671013355255128,9.52243260326531
0.9340343475341796,0.8960128426551819,0.959240972995758,0.964751362800598,9.524370730505805
0.9435454607009888,0.9018802046775818,0.958306610584259,0.9626495838165284,9.518627654486266
0.9014361500740052,0.8626477122306824,0.9580773711204528,0.962234377861023,9.501639942539082
0.9361931085586548,0.893779993057251,0.9588902592658995,0.9630559682846068,9.52597245374352
