row_id,sequence_sha256,log-likelihood,d4_par1_if10_policy
1mhp:0000000:a4ecbc7d56f8,a4ecbc7d56f87528b3f9ded2c0bc1abb2894b16f1dfa8948ef5d5351b44fb361,0.6578947306,legacy_d4_s2_when_public_priors_absent
1mhp:0000001:1c719a8bd7d9,1c719a8bd7d9fce0ffdd6933fdafa8c90940f4da4aa6ede8481f886ca689bc7f,0.5263158083,legacy_d4_s2_when_public_priors_absent
1mhp:0000002:fe5d4f82693c,fe5d4f82693c1ae2bb43423c8049d4f95da3744b33a52fca7eaaefc6cb76e730,0.4473684132,legacy_d4_s2_when_public_priors_absent
1mhp:0000003:7b951dda2a04,7b951dda2a0473a7c0e1cdca9f5f3c8709c53c60b2a3f4901ad933aa4768c8e5,0.3157894611,legacy_d4_s2_when_public_priors_absent
1mhp:0000004:25e18ccd260a,25e18ccd260a42d8db6ee00b1290299f8e1e6a7040473df7cd1484cc55cd9e5d,0.2105263174,legacy_d4_s2_when_public_priors_absent
1mhp:0000005:4961838ea2cf,4961838ea2cfe5168cd446f6c1f1ce976f7ba1a4467fa6e0ca26c37a0a689e6d,0.2631579041,legacy_d4_s2_when_public_priors_absent
1mhp:0000006:0c44bbc694cd,0c44bbc694cd912a9d5e935ff59a9096a900b0dca59dc36726db3be927b4db3b,0.3684210479,legacy_d4_s2_when_public_priors_absent
1mhp:0000007:6f7146740192,6f71467401923dd0e2218082c8bab7d27acaaa8c85e35cb27c8b31d383e54da1,0.2368421108,legacy_d4_s2_when_public_priors_absent
1mhp:0000008:6c654643fdff,6c654643fdff1b25b25a59d756a280756ac3886deb2b3bf8995a1d77d81e2b33,0.2894736826,legacy_d4_s2_when_public_priors_absent
1mhp:0000009:e62e31b105f0,e62e31b105f08acf36342b85ca729d76aac1018a6c44f0833216fbacd839f3ba,0.8157894611,legacy_d4_s2_when_public_priors_absent
1mhp:0000010:95abdfe1bc90,95abdfe1bc90feb7eaa2e7c06fd87054aa992720adb361e7d72c22cf4f80c9ed,0.05263157934,legacy_d4_s2_when_public_priors_absent
1mhp:0000011:9fcd4dc32390,9fcd4dc323904e4a61098fc250fac5edb0f855dcc4dd9af640153c27a6c34cc7,0.07894736528,legacy_d4_s2_when_public_priors_absent
1mhp:0000012:e51f27839ebd,e51f27839ebd49066e96bda9c81cb18e2bf23b75be6ae91f34b8a65c0873f91b,0.1052631587,legacy_d4_s2_when_public_priors_absent
1mhp:0000013:4ddc14cc3b40,4ddc14cc3b406beec474f3a8cfeee6186b59f6a24d1410940498cf50abce1fa6,0.02631578967,legacy_d4_s2_when_public_priors_absent
1mhp:0000014:45ec1951283b,45ec1951283bc097b1c99f3cb80ff75fd9e7855d38da5f4c87345c056067bf77,0.5,legacy_d4_s2_when_public_priors_absent
1mhp:0000015:48c9ee2562f1,48c9ee2562f1b603636abd933213ec3ac6276a35d350a1b899bae58005845829,0.3947368562,legacy_d4_s2_when_public_priors_absent
1mhp:0000016:2868bd8ea011,2868bd8ea011dabb62015000519c3b526782aa7ae1626ad8738447ab09191680,0.3421052694,legacy_d4_s2_when_public_priors_absent
1mhp:0000017:8c9f31b58f8b,8c9f31b58f8b0ff3100029b98079d57a760555dac87ff8a1e7d4c779456a9307,0.947368443,legacy_d4_s2_when_public_priors_absent
1mhp:0000018:61878de6efc1,61878de6efc14bc75b2e7660559fdf6f2c28368c17d53b92c4e46cb29b8d1e94,0.8684210777,legacy_d4_s2_when_public_priors_absent
1mhp:0000019:641cd338e4f6,641cd338e4f6ccf241c06e2a62c47e0212a4b4c4cd86dc068860be9bfd3d80b2,0.6052631736,legacy_d4_s2_when_public_priors_absent
1mhp:0000020:29aa78366fe9,29aa78366fe9eea8e47b9659c23a3ccf004c5d25169388e8fd55813e4102f61c,0.4210526347,legacy_d4_s2_when_public_priors_absent
1mhp:0000021:04e93cdbe7e7,04e93cdbe7e7d5c62259a9f51d4470c393fa25c0e4e4e0bff816958f6d8177aa,0.75,legacy_d4_s2_when_public_priors_absent
1mhp:0000022:1b7d780c8f5c,1b7d780c8f5ca056ec0e9ada694ca49a97ce0b1db5b84b2b9a2b14e39fb7dd96,0.697368443,legacy_d4_s2_when_public_priors_absent
1mhp:0000023:0bbbb894a589,0bbbb894a589a7e34cb100402d1e09069cf35a585df91e29dac11cad4c6ebaab,0.5789473653,legacy_d4_s2_when_public_priors_absent
1mhp:0000024:9a2de06d54b0,9a2de06d54b013788a75f83b75b2199f23e9f347b96555fe208c82f80f8301c9,1.0,legacy_d4_s2_when_public_priors_absent
1mhp:0000025:3dd33f8909f8,3dd33f8909f8c5905d4ec7bddb92c3331d4168b333dfac4830f186c5ca186830,0.184210524,legacy_d4_s2_when_public_priors_absent
1mhp:0000026:54a6cf8a517e,54a6cf8a517ebc426b9910efbbc5379592893568126cddb2b681d2446e557284,0.6315789223,legacy_d4_s2_when_public_priors_absent
1mhp:0000027:b989e5906f81,b989e5906f8184bbb99b95d409345cdf3dd6fa8572e7e5e0f56057dbf3ec2180,0.552631557,legacy_d4_s2_when_public_priors_absent
1mhp:0000028:c88d95cfe8b8,c88d95cfe8b8162b22462117598868787ba46be4552617b847df810415f01eac,0.8947368264,legacy_d4_s2_when_public_priors_absent
