row_id,sequence_sha256,log-likelihood,d4_par1_if10_policy
aayl52:0000000:c8116a73bbba,c8116a73bbba0268c30aebf40691d05a6049ceb9b14c37021f69f5cbd51fc465,0.9742800593,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000001:dd518eabef24,dd518eabef24bcbf5b1b0075da21bc614cda707ecf8e10e043dae65f3fbc479f,0.9844129086,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000002:c190ea78d855,c190ea78d8551b482d3ddc718dcad241bc8c71067151a77146eaf817ffad30fc,0.3268533051,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000003:e8158a84afad,e8158a84afadc617d0425c0432b9f8b0aaff374ec2d2f0ad3a600bc7804ce504,0.8164327145,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000004:3aa46f9fe0f4,3aa46f9fe0f4bc9c5737ba226bb98495009abb86f825a0cd91593febfd89f836,0.4618078768,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000005:f0ee537cf9b5,f0ee537cf9b589cc79e5b9106f129a6fd043ef87f4a7aa4036a02a7c9efd51d6,0.4201005697,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000006:03609d99c15f,03609d99c15f5ecf60ee8fa96f0f92b5b52d25c6ea1180e1f07a15baa3fcbff5,0.4887537956,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000007:0a1b9ed58ceb,0a1b9ed58ceb8c2698567c0df5765ad77573c88828e4c7ec2a790e57783c7f7b,0.7608146667,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000008:7d095a3c45ab,7d095a3c45ab64fc015407d1c39b63c6f04428b80dc23bbad2144906c372c6a4,0.6892967224,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000009:f19ad331f963,f19ad331f96344041c9b804b74dc11b37779dd2c3e0c01be221c64ae83650655,0.2086617202,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000010:441cea035dc5,441cea035dc5518093fca255c0200ec5cf6963dcd5cfa9e5e161ee52ff051531,0.5074682832,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000011:9dee311bae7f,9dee311bae7f0f11cccc821e7e9d0bf481efd04961b444d15ae901a0c1c8f423,0.5185518861,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000012:46773e0c104e,46773e0c104e0ed5397544346200e2e791932abfe398d3db6c21eea86ee35f18,0.8257649541,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000013:42336461c988,42336461c988a7a5b7061f585dfcf75eb39d3593088e20e187fdda559ceabb1d,0.8209862709,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000014:df167d85b718,df167d85b7187d30ead17fca355bd48f2c94b4b4706d472e640bcb88132d2fca,0.9143836498,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000015:2c1f2c084382,2c1f2c0843822da7ee3509a52e399a0f3e7dbac501df2f636fe699e9733cbf72,0.9045259953,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000016:32478332b656,32478332b656825bac1ae30b2989cbfb1f334e95042ead481df98aa80d3447a6,0.8085015416,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000017:0a23fdb5f30a,0a23fdb5f30af004e73287e051a262838b8eda0e13fbbc0b570e119f774d1a2c,0.6402462125,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000018:14872a75751c,14872a75751ca9c1db0ebdbfe10c5e9744ae3f16e01a1761a4e463e50ea86123,0.9266181588,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000019:c5440875897d,c5440875897dbbda6afd7b4975df3b57f8a631e085ab399d672388ee28e0da8f,0.8178338408,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000020:a1a1a8124af4,a1a1a8124af4dddfc488b0e50b628006c2ec41aed6a95f60f3020de8d548c4ad,0.9645474553,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000021:803445a7debc,803445a7debc4af81123469cc73f59e0640805be6445689f4af19bab2710d355,0.496409744,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000022:4cc541c29058,4cc541c29058313ffa831641df294a060b9dcc062c7d05fa5e40617305aca91e,0.4248292446,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000023:105476bfe87a,105476bfe87adb5445b10399c874afc4a40c85a102ee2c5ce3068ff68beaf344,0.2419375032,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000024:c062f40a4696,c062f40a4696bfefb11003ebb237c89c719396b547ff50871ee30d43112a9167,0.5223548412,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000025:cd9d07a227cc,cd9d07a227cc0019de5376afac53f5761aa0037fc37ca6693864f52a200e5039,0.9975731373,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000026:568b5f8b9dfc,568b5f8b9dfcfb2d9ff7153ab85ebaa6aa129f9a4856f4aff184771c2e8b89e6,0.9832870364,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000027:30c57f3e6eb5,30c57f3e6eb5e875db37ae15dbdbcaeadd9dad0934593656ac7a4b700f802626,0.9230903983,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000028:04582a2b77b7,04582a2b77b751d021200d4920fa85807864ddd94f47e08861f1de0c35e45443,0.8699492812,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000029:87c86f7f818a,87c86f7f818ae1f496d29bca31f37759bc8ae43a0764795a53e02135c27ae4c6,0.851785183,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000030:3b92ac4b7b1f,3b92ac4b7b1f2f0c1d9426445464548a41ed6815cb7ce016318e1b0d456a5fe9,0.7859840989,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000031:8a9e1c44d55d,8a9e1c44d55df6adb06289ceb023a09a41436d964ba6b153abf32ee5d4411816,0.9373764992,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000032:b293d11dfeba,b293d11dfebadc16e92800a0a3c5d2994965c551d5b7d7820f02be6f31554a46,0.6432484984,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000033:24f450d0d407,24f450d0d407ee8ac7980dda1b924ea7bf565e84e0bf76c3639c983cab560241,0.7391979098,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000034:83ad35c00668,83ad35c00668f6a75ad9f57714d8f3027970480b51331a14e3ba06bbe1a31cf0,0.6725711823,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000035:dabd523d0843,dabd523d08434dd488e4d06b76fa684c2fba94642bf0edd53acb9e9bd87df14d,0.8191848397,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000036:c44f1696e849,c44f1696e8499e1f58fdfdae576fb95d7d704c2481035d4a8e86b3a1e1e401f9,0.9464585185,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000037:3130c1f5b4ec,3130c1f5b4ec634103899d6188958aa94a570f09a850cea9c9189c1597cb35a4,0.8209112287,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000038:1c18174244ab,1c18174244abb6b865dc34f971f3b015f58ecea93c8ae92addd138ff1d0c573e,0.8948435187,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000039:9852c4fa1747,9852c4fa1747a90865a523b98e598ed3a7985a7e80c7eaee6b12c5738f61fc22,0.5537291169,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000040:9c6a96f83051,9c6a96f83051eb3361eb56eb2d04b72941a8b0e441199af3e1a6c5c69313f96f,0.9405038953,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000041:684bef31e8a2,684bef31e8a234518452752953ed7b7c2ee064105e4167144338a18a9da925b1,0.5538042188,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000042:723e69a79844,723e69a79844afa3b8375e1b980d6ccf0c3cda8a3377d1a628d4e915dea7b41a,0.3333083391,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000043:ba0f1b59c123,ba0f1b59c123b674addba583579f67019d30e747334a86404bf2ee1d4a929410,0.8458555341,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000044:9415cd70813e,9415cd70813e7f180468ebb59e6b02cf87a72bfd22fb9b28022d5bd7bfeb52d3,0.6738722324,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000045:69d6475689ff,69d6475689fff496ad8d9bdc810e7d89c98544cd209c12af86cf3ede2ccb63f5,0.7294903398,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000046:23ff95a2641b,23ff95a2641bd8d27d7104508d01df6ec43b541a404dd87a4f1822ff16580b6e,0.4598813951,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000047:18c834e1c7d3,18c834e1c7d304a481b9d9bd40448387c95b236c8d1106745f8acaa8b336f973,0.6391202807,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000048:13a5ff892379,13a5ff8923792437f4d64d7920469afb4ac8ec2ba369f1bf96e98fcac7cbb07b,0.3219244778,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000049:c1ee7f33259f,c1ee7f33259f132dd5a0d57ee7b5f023ea2dddea7dc4a98a2a4e8377e805c314,0.4614826441,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000050:6b149b3bfe49,6b149b3bfe491875db7addd967fb264b0865528aadcceb35f21f0019bd91d50d,0.3638319671,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000051:b0f0e67f2ebe,b0f0e67f2ebe02363a45929d3699e58ae2fa7a3dfb0474013df43a6ddb393f75,0.2292276621,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000052:c2ed9023f248,c2ed9023f24868a98e97cbe47c7621a3bc6a3b06e4078e09d7049b2ba0a2f738,0.1327778995,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000053:69ebf979dd22,69ebf979dd226785e4e726bc398db8f761b48d93a6b31a7bb6cf89c0d364150e,0.2664815485,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000054:1e6fc9c50153,1e6fc9c50153f2fab79f9ed9755be98b6f0190f79d289697f4c21a7a379f4cae,0.2604518235,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000055:94c8ac4ca886,94c8ac4ca8864def04ebe155c2fba68fde21fa9e619f96c1a9c92ccf4986a1d5,0.4928069115,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000056:1830d061c6c9,1830d061c6c9c6d276a07591a4af371efbc341a6d85b00ad1d86cd4161219c2d,0.5016137958,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000057:63da8da20f9a,63da8da20f9a11a68acda9bb8faf6a25e65cfe1f2d127d2911b5c3205e453e7c,0.2364582568,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000058:38827e80e728,38827e80e728b6fcc385c5bed7bcf2cdf52f24a4cd76dfb3b5d439d1199e5c99,0.4394155443,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000059:9510c1b25f0f,9510c1b25f0f7d82166f79ad1a1862e6d0c9d476ae8e30b3b5a04f2c94f22376,0.2746878862,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000060:8876cda23f96,8876cda23f96418e015b7b01beba02722b204c4fbc888c9f7b84c09a609198ba,0.8946683407,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000061:a17354ee0848,a17354ee08488083c22711f1ec87e5a4cc6b393ff0274023ea84cf6f25642dfd,0.4894793332,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000062:4925c5974146,4925c597414662e6f3c83e6be2b7c508d00a3e0ef38a2e5ff8cc6366600ac3db,0.7347944379,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000063:1a9ec15ef2c4,1a9ec15ef2c4a2734b6148fd415c51a7736be7430bff69d29abe2d43ee7149bb,0.7039955258,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000064:ab56c24ca8cd,ab56c24ca8cd429272ef45edca11e015be88e4a205aaa4818e62da7d32e7acc7,0.3855613172,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000065:7a6fd8d323b8,7a6fd8d323b86452bbc0599782ecba8a0ed2be4665edfbfbd806ba66aa1d9efd,0.5736195445,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000066:814a9f01e6ed,814a9f01e6ed93ef341bdc4089fd919be144cc060a4d0c911eae680b9d5c7b1b,0.4739422798,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000067:bea30e549dc9,bea30e549dc91bbec39a5eb9d2208b87c4f420c000869b9031dbfc3f4345eb75,0.2978308201,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000068:f258b1b2eed4,f258b1b2eed4b3f26cfda50a371b02f8e8142e96e692ece50b853e86978358f1,0.4047887325,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000069:d5552d11f898,d5552d11f8984e51040c908ca84d76a3e62fb8ff2d7db9365c4069fb2d727793,0.7137531638,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000070:97c84d5a0611,97c84d5a06110482f3292504b0b78cc8c7b01f001ecf0bafda737914f6478111,0.5302109122,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000071:3c41b5bb7d2e,3c41b5bb7d2e6680d86eb5caeb2c93b7f38d0731e95f53788c15b545da6469d2,0.3559508324,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000072:dd82d8ffe1b7,dd82d8ffe1b7937c9301b79c5920b0bae2e82dd7062ef91f5c6b059e765562dd,0.8214616179,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000073:67c032aff527,67c032aff527b5f865b71ea51e8c77aa1fdf30ba76962cf0f241c84bb9bd017e,0.7074232101,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000074:425a699ca440,425a699ca440a1622d044edc224d70c5edbdd4175b264d1fc766ff46dd0b23ae,0.4370137155,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000075:5750c34ee056,5750c34ee0568cf55a0f1c42986c1fdd0982932823d6d43552c42350eefed774,0.7279391289,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000076:daa0a4aa29aa,daa0a4aa29aaac388476a390b53bbafb9b90b90a6590d8ed6ac3072c96518c2c,0.6943130493,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000077:2fba5518cf79,2fba5518cf791ec2b2157055c7264ec226d3e6302b8f4168e127ed9514b0f838,0.5670394301,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000078:00df9237a7c7,00df9237a7c71a96aadbeb799a316ba02379e240d49e7f0f5fa63971f4038231,0.4774700105,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000079:d60903999bd7,d60903999bd7a76845276258fa26fccae64ec43cc95565192041ffd722491e4d,0.5046911836,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000080:3cc4e8a1968b,3cc4e8a1968bbe2dabab3f7f58caac7e17d04a45bf33d60aad43db1bf46830bd,0.304711163,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000081:c20c9cbf6d36,c20c9cbf6d3648cac28ab03784de0dc7d6596dcd258941564818322b9a68dbb4,0.3537991941,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000082:ec00812d359e,ec00812d359e36dfc9a9adaac327fea2ccc9c69bec20d085faca8e43c21b3d4e,0.6027421355,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000083:5d07f4a8cf64,5d07f4a8cf6409b4a3fa0345e2259271b3b012ce5e3e99323f8cd87dabdd9933,0.4457705021,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000084:86984adc98e8,86984adc98e8dec3fa30d90f58adcdeab3691a0dd2338966c0a8c3ba5e03042c,0.5384423137,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000085:00cf55ccceb5,00cf55ccceb52d38fcba99c5ab927a46dfa5d2231ccae3c9eb21ea08f25513d2,0.2089118958,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000086:d7bb35e6796f,d7bb35e6796f705b4da8d069e93b00b3d0a53eac5f9d9d47ae692ea53930b331,0.4208761752,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000087:2e9cce13c8b3,2e9cce13c8b3d69ebbf6705e546737428ae054457eb2dde147cac1e2195e1366,0.145187512,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000088:354e6569854b,354e6569854b810f03482ef8f409fd970778739d70cd8ea44eaaa03eb7c543e5,0.3239885867,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000089:cbce2bf54bc0,cbce2bf54bc07c2dd10b4588c2967906e7ad56e0f5b5df834ebde2c75fc9f74c,0.2284520417,if6_consensus_when_public_stable_and_legacy_neutral
aayl52:0000090:de8b14991c57,de8b14991c5734067b4a5e67d59afd513e6faca52131a2c33bb0b8d484bfd396,0.6653156281,if6_consensus_when_public_stable_and_legacy_neutral
